id,title,description,link,mobile_link,image_link,condition,price,availability,gtin,brand
1619,"Carrara 850 ml","Sticla Termos Carrara 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/carrara-850-ml-sticla-termos,http://127.0.0.1/product/carrara-850-ml-sticla-termos,https://127.0.0.1/media/Product/1619/carrara-850-ml-sticla-termos.webp,New,224.57,"in stock",8051513923616,noren
1620,"Carrara 350 ml","Cana Termos Carrara 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.

Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.

Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/carrara-350-ml-cana-termos,http://127.0.0.1/product/carrara-350-ml-cana-termos,https://127.0.0.1/media/Product/1620/carrara-350-ml-cana-termos.webp,New,144.72,"in stock",8051513925535,noren
1621,"Carrara 600 ml","Cana Termos Carrara 600 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.

Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.

Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/carrara-600-ml-cana-termos,http://127.0.0.1/product/carrara-600-ml-cana-termos,https://127.0.0.1/media/Product/1621/carrara-600-ml-cana-termos.webp,New,184.64,"in stock",8051513925542,noren
1622,"Celebrity 500 ml","Sticla Termos Celebrity 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/celebrity-500-ml-sticla-termos,http://127.0.0.1/product/celebrity-500-ml-sticla-termos,https://127.0.0.1/media/Product/1622/celebrity-500-ml-sticla-termos.webp,New,199.62,"in stock",8051513926945,noren
1623,"Chianti Red 500 ml","Sticla Termos Chianti Red 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/chianti-red-500-ml-sticla-termos,http://127.0.0.1/product/chianti-red-500-ml-sticla-termos,https://127.0.0.1/media/Product/1623/chianti-red-500-ml-sticla-termos.webp,New,199.62,"in stock",8051513923562,noren
1624,"Green Marble 500 ml","Sticla Termos Green Marble 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/green-marble-500-ml-sticla-termos,http://127.0.0.1/product/green-marble-500-ml-sticla-termos,https://127.0.0.1/media/Product/1624/green-marble-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513926969,noren
1625,"Lush 500 ml","Sticla Termos Lush 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/lush-500-ml-sticla-termos,http://127.0.0.1/product/lush-500-ml-sticla-termos,https://127.0.0.1/media/Product/1625/lush-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513921582,noren
1626,"Lush 850 ml","Sticla Termos Lush 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/lush-850-ml-sticla-termos,http://127.0.0.1/product/lush-850-ml-sticla-termos,https://127.0.0.1/media/Product/1626/lush-850-ml-sticla-termos.webp,New,224.57,"in stock",8051513921681,noren
1627,"Lush 350 ml","Cana Termos Lush 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.

Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.

Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/lush-350-ml-cana-termos,http://127.0.0.1/product/lush-350-ml-cana-termos,https://127.0.0.1/media/Product/1627/lush-350-ml-cana-termos.webp,New,144.72,"in stock",8051513925566,noren
1628,"Lush 600 ml","Cana Termos Lush 600 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.

Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.

Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/lush-600-ml-cana-termos,http://127.0.0.1/product/lush-600-ml-cana-termos,https://127.0.0.1/media/Product/1628/lush-600-ml-cana-termos.webp,New,184.64,"in stock",8051513925573,noren
1629,"Marble Pink 330 ml","Sticla Termos Marble Pink 330 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/marble-pink-330-ml-sticla-termos,http://127.0.0.1/product/marble-pink-330-ml-sticla-termos,https://127.0.0.1/media/Product/1629/marble-pink-330-ml-sticla-termos.webp,New,134.74,"in stock",8051513921506,noren
1630,"Marble Pink 500 ml","Sticla Termos Marble Pink 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/marble-pink-500-ml-sticla-termos,http://127.0.0.1/product/marble-pink-500-ml-sticla-termos,https://127.0.0.1/media/Product/1630/marble-pink-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513921568,noren
1631,"Marble Pink 850 ml","Sticla Termos Marble Pink 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/marble-pink-850-ml-sticla-termos,http://127.0.0.1/product/marble-pink-850-ml-sticla-termos,https://127.0.0.1/media/Product/1631/marble-pink-850-ml-sticla-termos.webp,New,224.57,"in stock",8051513921674,noren
1632,"Pompei 500 ml","Sticla Termos Pompei 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/pompei-500-ml-sticla-termos,http://127.0.0.1/product/pompei-500-ml-sticla-termos,https://127.0.0.1/,New,174.66,"in stock",8051513923623,noren
1633,"Promenade 500 ml","Sticla Termos Promenade 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/promenade-500-ml-sticla-termos,http://127.0.0.1/product/promenade-500-ml-sticla-termos,https://127.0.0.1/,New,174.66,"in stock",8051513926976,noren
1634,"Prosecco Gold 500 ml","Sticla Termos Prosecco Gold 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/prosecco-gold-500-ml-sticla-termos,http://127.0.0.1/product/prosecco-gold-500-ml-sticla-termos,https://127.0.0.1/media/Product/1634/prosecco-gold-500-ml-sticla-termos.webp,New,199.62,"in stock",8051513923555,noren
1635,"Riace 500 ml","Sticla Termos Riace 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/riace-500-ml-sticla-termos,http://127.0.0.1/product/riace-500-ml-sticla-termos,https://127.0.0.1/media/Product/1635/riace-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513923630,noren
1636,"Rose Gold 330 ml","Sticla Termos Rose Gold 330 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/rose-gold-330-ml-sticla-termos,http://127.0.0.1/product/rose-gold-330-ml-sticla-termos,https://127.0.0.1/media/Product/1636/rose-gold-330-ml-sticla-termos.webp,New,149.71,"in stock",8051513923289,noren
1637,"Rose Gold 500 ml","Sticla Termos Rose Gold 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/rose-gold-500-ml-sticla-termos,http://127.0.0.1/product/rose-gold-500-ml-sticla-termos,https://127.0.0.1/media/Product/1637/rose-gold-500-ml-sticla-termos.webp,New,199.62,"in stock",8051513921605,noren
1638,"Rose Gold 350 ml","Cana Termos Rose Gold 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.

Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.

Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/rose-gold-350-ml-cana-termos,http://127.0.0.1/product/rose-gold-350-ml-cana-termos,https://127.0.0.1/media/Product/1638/rose-gold-350-ml-cana-termos.webp,New,174.66,"in stock",8051513925559,noren
1639,"Skybeau 500 ml","Sticla Termos Skybeau 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/skybeau-500-ml-sticla-termos,http://127.0.0.1/product/skybeau-500-ml-sticla-termos,https://127.0.0.1/media/Product/1639/skybeau-500-ml-sticla-termos.webp,New,199.62,"in stock",8051513926952,noren
1640,"Tivoli 500 ml","Sticla Termos Tivoli 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/tivoli-500-ml-sticla-termos,http://127.0.0.1/product/tivoli-500-ml-sticla-termos,https://127.0.0.1/media/Product/1640/tivoli-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513923586,noren
1641,"Tivoli 850 ml","Sticla Termos Tivoli 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/tivoli-850-ml-sticla-termos,http://127.0.0.1/product/tivoli-850-ml-sticla-termos,https://127.0.0.1/media/Product/1641/tivoli-850-ml-sticla-termos.webp,New,224.57,"in stock",8051513923579,noren
1642,"Tivoli 350 ml","Cana Termos Tivoli 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.

Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.

Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/tivoli-350-ml-cana-termos,http://127.0.0.1/product/tivoli-350-ml-cana-termos,https://127.0.0.1/media/Product/1642/tivoli-350-ml-cana-termos.webp,New,144.72,"in stock",8051513930218,noren
1643,"Villa 500 ml","Sticla Termos Villa 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/villa-500-ml-sticla-termos,http://127.0.0.1/product/villa-500-ml-sticla-termos,https://127.0.0.1/media/Product/1643/villa-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513930133,noren
1644,"Wabi 500 ml","Sticla Termos Wabi 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.

Poți adăugă mai multe funcții cu capace și accesorii utile.

Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. 

Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/wabi-500-ml-sticla-termos,http://127.0.0.1/product/wabi-500-ml-sticla-termos,https://127.0.0.1/media/Product/1644/wabi-500-ml-sticla-termos.webp,New,174.66,"in stock",8051513929809,noren
